Job_Card_Number,Date_In,Dealer_ID,Chassis_Number,Customer_ID,Service_Type,Odometer_Reading,Visit_Reason
JC00001286,2025-11-12,DLR017,VIN0005032,CUST008517,Accident Repair,85141,Routine
JC00001287,2025-03-20,DLR015,VIN0015204,CUST021500,General Repair,87903,Routine
JC00001288,2025-05-07,DLR014,VIN0017835,CUST018918,General Repair,101253,Routine
JC00001289,2025-03-16,DLR017,VIN0018275,CUST015616,General Repair,39178,Routine
JC00001290,2025-10-01,DLR002,VIN0021441,CUST022722,Accident Repair,31774,Routine
JC00001291,2025-12-17,DLR013,VIN0003675,CUST022326,Accident Repair,45254,Routine
JC00001292,2025-07-13,DLR004,VIN0017551,CUST017079,General Repair,82217,Routine
JC00001293,2025-03-10,DLR028,VIN0016795,CUST012980,Accident Repair,96641,Routine
JC00001294,2025-02-04,DLR023,VIN0018548,CUST000672,Periodic Service,33370,Routine
JC00001295,2025-01-25,DLR017,VIN0018584,CUST002686,Accident Repair,75018,Routine
JC00001296,2025-04-16,DLR004,VIN0017593,CUST009804,Inspection,96728,Routine
JC00001297,2025-11-12,DLR029,VIN0018935,CUST012318,General Repair,84276,Routine
JC00001298,2025-06-17,DLR010,VIN0014264,CUST014358,Periodic Service,15916,Routine
JC00001299,2025-12-24,DLR025,VIN0013450,CUST000980,Periodic Service,38831,Routine
JC00001300,2025-10-10,DLR027,VIN0017534,CUST007574,Inspection,106267,Campaign
JC00001301,2025-01-07,DLR009,VIN0010264,CUST019827,Inspection,5836,Routine
JC00001302,2025-10-14,DLR026,VIN0019421,CUST022664,Accident Repair,95515,Routine
JC00001303,2025-12-01,DLR014,VIN0015876,CUST024458,Inspection,9263,Routine
JC00001304,2025-09-08,DLR005,VIN0000111,CUST016345,Accident Repair,71289,Routine
JC00001305,2025-11-01,DLR007,VIN0020389,CUST013097,General Repair,76732,Routine
JC00001306,2025-05-28,DLR004,VIN0024997,CUST024780,Accident Repair,102003,Routine
JC00001307,2025-10-10,DLR015,VIN0009748,CUST015888,Periodic Service,34017,Routine
JC00001308,2025-05-06,DLR011,VIN0003808,CUST004334,Inspection,38982,Routine
JC00001309,2025-02-22,DLR019,VIN0023718,CUST020028,General Repair,66714,Routine
JC00001310,2025-02-04,DLR028,VIN0013533,CUST009339,Inspection,12717,Routine
JC00001311,2025-01-26,DLR020,VIN0022246,CUST011416,Inspection,37162,Routine
JC00001312,2025-03-22,DLR019,VIN0024618,CUST007343,Periodic Service,101959,Routine
JC00001313,2025-08-05,DLR029,VIN0018077,CUST017082,General Repair,76914,Routine
JC00001314,2025-04-27,DLR009,VIN0008673,CUST017978,Accident Repair,115649,Routine
JC00001315,2025-02-09,DLR005,VIN0008679,CUST000725,General Repair,42071,Routine
JC00001316,2025-02-09,DLR020,VIN0004658,CUST007036,General Repair,117017,Routine
JC00001317,2025-12-25,DLR027,VIN0016132,CUST009716,Inspection,106873,Routine
JC00001318,2025-07-11,DLR005,VIN0023585,CUST014967,General Repair,54608,Routine
JC00001319,2025-08-30,DLR007,VIN0011410,CUST003699,General Repair,119104,Routine
JC00001320,2025-07-14,DLR008,VIN0000140,CUST007199,Periodic Service,4391,Routine
JC00001321,2025-12-15,DLR024,VIN0010720,CUST022505,General Repair,4461,Campaign
JC00001322,2025-06-30,DLR014,VIN0017915,CUST014605,General Repair,65406,Routine
JC00001323,2025-08-30,DLR021,VIN0019502,CUST011254,General Repair,21111,Routine
JC00001324,2025-08-16,DLR020,VIN0005850,CUST016848,General Repair,26797,Routine
JC00001325,2025-01-12,DLR024,VIN0013634,CUST021968,General Repair,9788,Routine
JC00001326,2025-06-06,DLR019,VIN0008709,CUST022239,Periodic Service,8214,Routine
JC00001327,2025-10-29,DLR008,VIN0002263,CUST006589,Inspection,2937,Routine
JC00001328,2025-05-01,DLR018,VIN0008500,CUST008238,Periodic Service,57197,Routine
JC00001329,2025-03-10,DLR020,VIN0004154,CUST016357,Accident Repair,32035,Routine
JC00001330,2025-10-07,DLR018,VIN0022957,CUST022540,General Repair,28764,Routine
JC00001331,2025-08-17,DLR012,VIN0001998,CUST000699,General Repair,105346,Routine
JC00001332,2025-10-09,DLR013,VIN0003315,CUST017031,Inspection,66795,Routine
JC00001333,2025-05-22,DLR026,VIN0012881,CUST017201,General Repair,11456,Routine
JC00001334,2025-01-02,DLR023,VIN0005552,CUST019769,Accident Repair,88213,Campaign
JC00001335,2025-12-29,DLR006,VIN0006406,CUST000561,Inspection,39849,Routine
JC00001336,2025-08-22,DLR013,VIN0015134,CUST024913,Accident Repair,81215,Routine
JC00001337,2025-05-28,DLR020,VIN0017634,CUST018166,Accident Repair,29512,Routine
JC00001338,2025-11-26,DLR026,VIN0014301,CUST021324,Accident Repair,85569,Routine
JC00001339,2025-01-03,DLR020,VIN0022901,CUST002565,General Repair,116793,Routine
JC00001340,2025-06-22,DLR007,VIN0004299,CUST024605,General Repair,83110,Routine
JC00001341,2025-10-13,DLR006,VIN0005427,CUST018772,Inspection,97185,Routine
JC00001342,2025-01-29,DLR020,VIN0007843,CUST002118,Accident Repair,102428,Routine
JC00001343,2025-12-10,DLR009,VIN0008408,CUST003447,Accident Repair,28578,Routine
JC00001344,2025-01-28,DLR009,VIN0004748,CUST012888,General Repair,111362,Routine
JC00001345,2025-05-18,DLR001,VIN0000627,CUST006932,Inspection,22212,Routine
JC00001346,2025-04-16,DLR005,VIN0003473,CUST009056,General Repair,87012,Routine
JC00001347,2025-03-02,DLR016,VIN0011893,CUST012111,Inspection,86163,Routine
JC00001348,2025-09-15,DLR010,VIN0004476,CUST000460,General Repair,84270,Routine
JC00001349,2025-10-11,DLR013,VIN0023421,CUST016626,Accident Repair,94462,Routine
JC00001350,2025-04-16,DLR006,VIN0000516,CUST002740,Periodic Service,107596,Routine
JC00001351,2025-09-05,DLR002,VIN0003365,CUST012588,Inspection,77776,Routine
JC00001352,2025-07-24,DLR029,VIN0015396,CUST007646,General Repair,119504,Routine
JC00001353,2025-08-20,DLR005,VIN0004438,CUST017408,Accident Repair,13648,Routine
JC00001354,2025-02-24,DLR030,VIN0015995,CUST021101,General Repair,83491,Routine
JC00001355,2025-05-13,DLR008,VIN0001344,CUST006853,Accident Repair,13294,Routine
JC00001356,2025-05-27,DLR030,VIN0015226,CUST004232,Inspection,38310,Routine
JC00001357,2025-10-15,DLR009,VIN0011783,CUST021763,Periodic Service,83704,Routine
JC00001358,2025-11-23,DLR026,VIN0020550,CUST024661,Periodic Service,100296,Routine
JC00001359,2025-01-28,DLR012,VIN0000429,CUST015194,Inspection,50711,Routine
JC00001360,2025-03-01,DLR020,VIN0018796,CUST005546,General Repair,105219,Routine
JC00001361,2025-11-19,DLR018,VIN0019620,CUST005013,Inspection,42502,Routine
JC00001362,2025-02-10,DLR016,VIN0014287,CUST021450,General Repair,64086,Routine
JC00001363,2025-06-29,DLR013,VIN0011951,CUST022145,Accident Repair,81057,Routine
JC00001364,2025-06-22,DLR016,VIN0009528,CUST000741,Inspection,73965,Routine
JC00001365,2025-12-19,DLR024,VIN0014386,CUST013109,Accident Repair,73532,Routine
JC00001366,2025-08-19,DLR023,VIN0005308,CUST009377,Inspection,8014,Routine
JC00001367,2025-10-21,DLR016,VIN0019684,CUST013754,General Repair,26954,Routine
JC00001368,2025-07-31,DLR008,VIN0010075,CUST002757,Accident Repair,92724,Routine
JC00001369,2025-06-08,DLR013,VIN0018877,CUST021000,General Repair,80235,Routine
JC00001370,2025-07-15,DLR019,VIN0011238,CUST012911,Periodic Service,99706,Routine
JC00001371,2025-01-22,DLR019,VIN0008803,CUST007008,Inspection,116636,Routine
JC00001372,2025-02-20,DLR020,VIN0006763,CUST018684,Accident Repair,29341,Routine
JC00001373,2025-02-05,DLR005,VIN0013083,CUST008248,Periodic Service,82607,Routine
JC00001374,2025-05-05,DLR017,VIN0012680,CUST024137,Inspection,71069,Routine
JC00001375,2025-03-11,DLR017,VIN0007515,CUST007185,Accident Repair,10198,Routine
JC00001376,2025-02-24,DLR017,VIN0000304,CUST015896,Periodic Service,85751,Routine
JC00001377,2025-09-30,DLR025,VIN0011278,CUST021204,Inspection,9515,Routine
JC00001378,2025-02-08,DLR021,VIN0018738,CUST002865,Inspection,35948,Routine
JC00001379,2025-08-07,DLR018,VIN0013838,CUST016422,General Repair,13312,Routine
JC00001380,2025-02-11,DLR021,VIN0023730,CUST014676,Accident Repair,73080,Routine
JC00001381,2025-05-12,DLR029,VIN0024094,CUST008994,General Repair,1923,Routine
JC00001382,2025-05-07,DLR012,VIN0008426,CUST023254,Inspection,100221,Routine
JC00001383,2025-01-11,DLR015,VIN0024638,CUST003281,Inspection,60626,Routine
JC00001384,2025-07-16,DLR022,VIN0012594,CUST020033,General Repair,38077,Routine
JC00001385,2025-05-23,DLR021,VIN0012645,CUST013242,Accident Repair,43799,Campaign
JC00001386,2025-08-24,DLR023,VIN0022582,CUST014199,Accident Repair,57779,Routine
JC00001387,2025-10-26,DLR020,VIN0020576,CUST002797,General Repair,84034,Routine
JC00001388,2025-11-08,DLR014,VIN0008013,CUST016937,General Repair,4558,Routine
JC00001389,2025-02-03,DLR012,VIN0015884,CUST020104,Accident Repair,77610,Routine
JC00001390,2025-10-04,DLR029,VIN0005065,CUST014176,Inspection,115878,Routine
JC00001391,2025-03-16,DLR004,VIN0023386,CUST003550,Periodic Service,51966,Routine
JC00001392,2025-09-09,DLR007,VIN0010158,CUST021573,Accident Repair,96982,Routine
JC00001393,2025-02-19,DLR028,VIN0003951,CUST001556,Accident Repair,18981,Routine
JC00001394,2025-04-30,DLR029,VIN0014566,CUST014648,Inspection,9725,Routine
JC00001395,2025-06-28,DLR013,VIN0023831,CUST011545,Accident Repair,17032,Routine
JC00001396,2025-04-25,DLR006,VIN0015043,CUST022047,Inspection,47425,Routine
JC00001397,2025-10-22,DLR016,VIN0022369,CUST014324,Accident Repair,84936,Routine
JC00001398,2025-04-16,DLR004,VIN0002804,CUST015427,General Repair,113924,Campaign
JC00001399,2025-06-07,DLR027,VIN0003180,CUST012902,Accident Repair,3751,Routine
JC00001400,2025-01-08,DLR010,VIN0010275,CUST005094,Inspection,66253,Routine
JC00001401,2025-06-04,DLR025,VIN0004370,CUST016475,Inspection,42137,Routine
JC00001402,2025-08-14,DLR024,VIN0022879,CUST017019,General Repair,16337,Routine
JC00001403,2025-12-05,DLR021,VIN0005249,CUST004015,Inspection,3352,Routine
JC00001404,2025-02-04,DLR007,VIN0005316,CUST002902,Inspection,45698,Routine
JC00001405,2025-02-08,DLR023,VIN0022492,CUST005333,Accident Repair,75334,Routine
JC00001406,2025-05-19,DLR019,VIN0018858,CUST007281,Accident Repair,94765,Campaign
JC00001407,2025-05-28,DLR019,VIN0019825,CUST017534,Accident Repair,9128,Routine
JC00001408,2025-06-25,DLR022,VIN0011943,CUST007475,General Repair,78860,Routine
JC00001409,2025-07-03,DLR018,VIN0011605,CUST022870,General Repair,21686,Routine
JC00001410,2025-06-23,DLR006,VIN0009485,CUST021974,General Repair,5321,Routine
JC00001411,2025-07-20,DLR030,VIN0009091,CUST006619,Inspection,28186,Routine
JC00001412,2025-06-21,DLR015,VIN0017559,CUST002133,General Repair,118116,Routine
JC00001413,2025-12-08,DLR009,VIN0000324,CUST001772,General Repair,93427,Routine
JC00001414,2025-02-25,DLR016,VIN0013688,CUST001544,Accident Repair,46653,Routine
JC00001415,2025-03-03,DLR008,VIN0008319,CUST013353,Inspection,5287,Routine
JC00001416,2025-10-09,DLR019,VIN0009294,CUST006417,General Repair,113708,Campaign
JC00001417,2025-05-04,DLR022,VIN0000501,CUST007105,Inspection,20226,Routine
JC00001418,2025-08-15,DLR012,VIN0010638,CUST008446,Accident Repair,67413,Routine
JC00001419,2025-12-27,DLR015,VIN0007971,CUST014442,Periodic Service,13547,Routine
JC00001420,2025-03-28,DLR017,VIN0017506,CUST008648,Accident Repair,117836,Routine
JC00001421,2025-06-24,DLR029,VIN0016842,CUST024086,Periodic Service,30706,Routine
JC00001422,2025-02-26,DLR022,VIN0004735,CUST015303,Inspection,62544,Routine
JC00001423,2025-04-18,DLR011,VIN0012054,CUST015958,Accident Repair,35486,Routine
JC00001424,2025-03-25,DLR004,VIN0004640,CUST018878,Accident Repair,70249,Routine
JC00001425,2025-09-06,DLR018,VIN0016789,CUST020369,Periodic Service,24075,Routine
JC00001426,2025-07-11,DLR027,VIN0016774,CUST008645,General Repair,65266,Campaign
JC00001427,2025-06-14,DLR012,VIN0016068,CUST019561,Accident Repair,27787,Routine
JC00001428,2025-02-21,DLR029,VIN0012336,CUST012623,Accident Repair,29458,Routine
JC00001429,2025-01-01,DLR010,VIN0014573,CUST005999,Accident Repair,75217,Routine
JC00001430,2025-01-07,DLR003,VIN0015249,CUST005427,Accident Repair,67873,Routine
JC00001431,2025-02-10,DLR017,VIN0022011,CUST007283,Inspection,110206,Routine
JC00001432,2025-01-15,DLR016,VIN0020355,CUST005793,Accident Repair,33010,Routine
JC00001433,2025-06-25,DLR030,VIN0018888,CUST015232,General Repair,1178,Routine
JC00001434,2025-11-02,DLR015,VIN0007531,CUST018291,Accident Repair,76260,Routine
JC00001435,2025-06-28,DLR003,VIN0010026,CUST015632,Accident Repair,93753,Routine
JC00001436,2025-05-10,DLR008,VIN0022681,CUST003687,Accident Repair,118945,Routine
JC00001437,2025-03-11,DLR023,VIN0005830,CUST000796,General Repair,15123,Routine
JC00001438,2025-03-28,DLR028,VIN0012034,CUST012863,Accident Repair,48162,Routine
JC00001439,2025-02-10,DLR011,VIN0003084,CUST005393,Accident Repair,49588,Routine
JC00001440,2025-10-14,DLR027,VIN0006766,CUST020325,General Repair,59607,Routine
JC00001441,2025-01-09,DLR003,VIN0013982,CUST006331,Periodic Service,90643,Routine
JC00001442,2025-05-07,DLR029,VIN0000904,CUST022058,Inspection,1607,Routine
JC00001443,2025-07-09,DLR029,VIN0008579,CUST023225,Periodic Service,6307,Routine
JC00001444,2025-07-07,DLR009,VIN0019961,CUST021423,Inspection,23268,Routine
JC00001445,2025-07-08,DLR010,VIN0016344,CUST011285,Periodic Service,90419,Routine
JC00001446,2025-01-23,DLR006,VIN0001757,CUST016107,General Repair,90560,Campaign
JC00001447,2025-01-05,DLR029,VIN0012287,CUST013164,General Repair,3935,Routine
JC00001448,2025-11-12,DLR021,VIN0003016,CUST009273,Inspection,116965,Routine
JC00001449,2025-04-14,DLR028,VIN0005553,CUST020697,General Repair,95777,Routine
JC00001450,2025-02-19,DLR015,VIN0018756,CUST000513,Inspection,88599,Routine
JC00001451,2025-06-17,DLR003,VIN0004942,CUST014037,Accident Repair,24401,Routine
JC00001452,2025-11-10,DLR005,VIN0016225,CUST005354,Accident Repair,64688,Routine
JC00001453,2025-04-18,DLR027,VIN0015127,CUST022905,Accident Repair,61390,Routine
JC00001454,2025-10-25,DLR013,VIN0019614,CUST014864,Accident Repair,19554,Routine
JC00001455,2025-11-16,DLR010,VIN0008531,CUST022121,Inspection,11843,Routine
JC00001456,2025-10-03,DLR009,VIN0011915,CUST000128,Inspection,49694,Routine
JC00001457,2025-02-12,DLR008,VIN0002971,CUST015816,Accident Repair,83922,Campaign
JC00001458,2025-07-18,DLR006,VIN0018754,CUST005005,Accident Repair,76420,Routine
JC00001459,2025-11-26,DLR002,VIN0004634,CUST021875,General Repair,3046,Routine
JC00001460,2025-09-23,DLR001,VIN0001098,CUST001246,Inspection,96600,Routine
JC00001461,2025-04-23,DLR028,VIN0016611,CUST002234,General Repair,94194,Routine
JC00001462,2025-07-07,DLR017,VIN0015671,CUST011375,General Repair,76018,Routine
JC00001463,2025-11-01,DLR010,VIN0013954,CUST005427,Accident Repair,6350,Routine
JC00001464,2025-09-19,DLR010,VIN0022639,CUST021564,Accident Repair,87881,Routine
JC00001465,2025-03-11,DLR006,VIN0005302,CUST014690,General Repair,85683,Routine
JC00001466,2025-04-01,DLR019,VIN0022230,CUST002287,General Repair,56096,Routine
JC00001467,2025-08-30,DLR003,VIN0014554,CUST016532,Periodic Service,2466,Routine
JC00001468,2025-12-08,DLR011,VIN0008207,CUST021253,Periodic Service,99122,Routine
JC00001469,2025-09-20,DLR019,VIN0010127,CUST012658,General Repair,84618,Routine
JC00001470,2025-07-09,DLR013,VIN0007745,CUST015164,Accident Repair,77434,Routine
JC00001471,2025-02-06,DLR015,VIN0006129,CUST024088,Inspection,70015,Routine
JC00001472,2025-08-19,DLR005,VIN0003199,CUST002935,Inspection,107946,Routine
JC00001473,2025-09-28,DLR008,VIN0017440,CUST012315,Inspection,20046,Routine
JC00001474,2025-09-09,DLR025,VIN0009522,CUST013557,Accident Repair,102648,Routine
JC00001475,2025-12-05,DLR007,VIN0011057,CUST003499,Periodic Service,20250,Routine
JC00001476,2025-06-20,DLR023,VIN0004916,CUST019905,Accident Repair,95838,Routine
JC00001477,2025-08-18,DLR005,VIN0024781,CUST008865,General Repair,1628,Routine
JC00001478,2025-12-10,DLR030,VIN0017790,CUST003401,Periodic Service,97225,Routine
JC00001479,2025-09-14,DLR022,VIN0000644,CUST004452,Inspection,31152,Routine
JC00001480,2025-06-05,DLR028,VIN0009561,CUST018325,General Repair,30554,Routine
JC00001481,2025-02-26,DLR030,VIN0022111,CUST001013,Inspection,97823,Routine
JC00001482,2025-05-31,DLR012,VIN0018809,CUST014253,Periodic Service,58420,Routine
JC00001483,2025-11-14,DLR029,VIN0009028,CUST008283,General Repair,116261,Routine
JC00001484,2025-07-04,DLR010,VIN0024138,CUST023350,Periodic Service,4550,Routine
JC00001485,2025-10-22,DLR007,VIN0012020,CUST022231,Accident Repair,45424,Routine
JC00001486,2025-12-22,DLR022,VIN0010906,CUST019628,Accident Repair,44100,Routine
JC00001487,2025-12-19,DLR003,VIN0002699,CUST016793,Periodic Service,9533,Routine
JC00001488,2025-10-05,DLR026,VIN0021984,CUST022918,General Repair,72143,Routine
JC00001489,2025-06-26,DLR023,VIN0010101,CUST018554,Periodic Service,50449,Routine
JC00001490,2025-02-23,DLR030,VIN0003816,CUST021023,Inspection,107082,Routine
JC00001491,2025-01-04,DLR027,VIN0015406,CUST013596,Periodic Service,89127,Routine
JC00001492,2025-11-08,DLR014,VIN0003643,CUST020589,Inspection,115350,Routine
JC00001493,2025-11-23,DLR030,VIN0014531,CUST010481,Inspection,90636,Routine
JC00001494,2025-05-05,DLR015,VIN0019245,CUST022545,Accident Repair,83450,Routine
JC00001495,2025-10-28,DLR011,VIN0018816,CUST006559,Accident Repair,77486,Routine
JC00001496,2025-04-08,DLR027,VIN0012720,CUST005628,Accident Repair,56377,Routine
JC00001497,2025-06-14,DLR030,VIN0009024,CUST016821,Accident Repair,14764,Routine
JC00001498,2025-09-13,DLR008,VIN0018535,CUST019615,Periodic Service,68486,Routine
JC00001499,2025-01-08,DLR012,VIN0015127,CUST006017,Inspection,91478,Routine
JC00001500,2025-07-27,DLR025,VIN0008972,CUST007558,Periodic Service,52227,Routine
JC00001501,2025-03-23,DLR002,VIN0009566,CUST007351,Inspection,79828,Routine
JC00001502,2025-04-28,DLR016,VIN0014010,CUST011558,Periodic Service,10255,Routine
JC00001503,2025-02-26,DLR016,VIN0006831,CUST000019,Accident Repair,30375,Routine
JC00001504,2025-11-28,DLR019,VIN0005125,CUST019149,Accident Repair,34356,Routine
JC00001505,2025-05-11,DLR005,VIN0024919,CUST003252,Periodic Service,53140,Routine
JC00001506,2025-01-03,DLR026,VIN0003633,CUST017180,General Repair,95179,Routine
JC00001507,2025-01-07,DLR004,VIN0000654,CUST002623,Accident Repair,22986,Routine
JC00001508,2025-10-12,DLR029,VIN0003801,CUST020758,General Repair,34085,Routine
JC00001509,2025-05-26,DLR030,VIN0008419,CUST014565,Periodic Service,56333,Routine
JC00001510,2025-07-26,DLR022,VIN0004253,CUST024946,Accident Repair,46181,Routine
JC00001511,2025-09-16,DLR025,VIN0016005,CUST012601,General Repair,50565,Campaign
JC00001512,2025-03-15,DLR014,VIN0011197,CUST015186,General Repair,17499,Routine
JC00001513,2025-08-12,DLR013,VIN0006885,CUST022316,Accident Repair,45485,Routine
JC00001514,2025-08-01,DLR005,VIN0000576,CUST013260,Accident Repair,83026,Routine
JC00001515,2025-08-18,DLR010,VIN0013452,CUST007694,Recall,42242,Routine
JC00001516,2025-01-22,DLR007,VIN0014057,CUST021405,Accident Repair,98551,Routine
JC00001517,2025-02-07,DLR012,VIN0010693,CUST007437,Accident Repair,41488,Routine
JC00001518,2025-05-15,DLR026,VIN0019847,CUST014345,Inspection,7252,Routine
JC00001519,2025-09-14,DLR019,VIN0021023,CUST023812,Periodic Service,50123,Routine
JC00001520,2025-05-04,DLR028,VIN0019795,CUST009341,Periodic Service,69566,Routine
JC00001521,2025-04-02,DLR018,VIN0015955,CUST017017,Accident Repair,74691,Campaign
JC00001522,2025-04-23,DLR018,VIN0009412,CUST020006,General Repair,16506,Routine
JC00001523,2025-08-10,DLR016,VIN0003461,CUST008765,Inspection,22339,Routine
JC00001524,2025-08-28,DLR002,VIN0016129,CUST000527,Accident Repair,33982,Routine
JC00001525,2025-04-19,DLR001,VIN0008027,CUST008125,Accident Repair,19439,Routine
JC00001526,2025-12-16,DLR010,VIN0001427,CUST014683,Inspection,34720,Routine
JC00001527,2025-07-10,DLR026,VIN0018184,CUST013772,Periodic Service,100411,Campaign
JC00001528,2025-12-31,DLR021,VIN0003978,CUST007311,Periodic Service,14961,Routine
JC00001529,2025-06-16,DLR012,VIN0024951,CUST023884,General Repair,6136,Campaign
JC00001530,2025-12-23,DLR004,VIN0007294,CUST000645,General Repair,93367,Routine
JC00001531,2025-07-05,DLR022,VIN0004716,CUST019099,Inspection,50657,Routine
JC00001532,2025-04-18,DLR014,VIN0011891,CUST006728,Inspection,86341,Routine
JC00001533,2025-01-20,DLR004,VIN0013268,CUST006107,Inspection,37837,Routine
JC00001534,2025-06-15,DLR002,VIN0006693,CUST019917,General Repair,11475,Routine
